5565,1,7
5565,2,2
5635,0,1
5635,1,5
5635,2,2
5635,3,13
5663,0,1
5663,1,7
5663,2,1
5707,0,2
5707,1,2
5707,2,1
5958,0,2
5958,1,3
5958,2,2
6199,0,2
6199,1,2
6199,2,2
6282,0,1
6282,1,3
6282,2,2
6282,3,6
6456,0,2
6456,1,2
6456,2,2
6508,0,2
6508,1,1
6582,0,2
6582,1,7
6682,0,2
6682,1,7
6682,2,2
6682,3,6
6682,4,11
7075,0,1
7075,1,4
7204,0,1
7204,1,7
7204,2,2
7204,3,13
7204,4,23
7256,0,2
7256,1,7
7256,2,1
7256,3,4
7256,4,12
7257,0,1
7257,1,5
7257,2,1
7257,3,3
7394,0,2
7394,1,5
7431,0,2
7431,1,7
7432,0,2
7432,1,3
7452,0,2
7452,1,7
7452,2,1
7452,3,5
7452,4,7
7452,5,14
7513,0,1
7513,1,3
7513,2,2
7513,3,3
7620,0,2
7620,1,6
7620,2,2
7620,3,3
7621,0,2
7621,1,3
7631,0,1
7631,1,4
7631,2,2
7631,3,3
7631,4,13
7637,0,2
7637,1,4
7637,2,2
7637,3,4
7637,4,5
7651,0,2
7651,1,2
7789,0,2
7789,1,1
7789,2,2
7789,3,3
7789,4,12
7790,0,2
7790,1,1
7790,2,2
7790,3,4
7829,0,1
7829,1,3
7829,2,2
7851,0,2
7851,1,3
7851,2,2
7907,0,1
7907,1,1
7907,2,2
7907,3,5
7907,4,4
7939,0,2
7939,1,3
7939,2,2
8188,0,2
8188,1,6
8253,0,2
8253,1,1
8253,2,2
8280,0,1
8280,1,3
8280,2,2
8466,0,2
8466,1,3
8466,2,2
8466,3,6
8466,4,8
8466,5,14
8625,0,2
8625,1,2
8625,2,1
8625,3,6
8625,4,13
8773,0,2
8773,1,3
8773,2,2
8773,3,13
8773,4,12
8777,0,2
8777,1,3
8777,2,2
8886,0,1
8886,1,2
8886,2,2
8950,0,1
8950,1,1
8950,2,2
8950,3,13
8950,4,13
8967,0,2
8967,1,6
8967,2,2
9096,0,2
9096,1,1
9096,2,2
9096,3,5
9389,0,2
9389,1,3
9389,2,2
9389,3,3
9389,4,12
9453,0,1
9453,1,5
9463,0,2
9463,1,5
9463,2,2
9662,0,1
9662,1,4
9662,2,2
9714,0,2
9714,1,2
9714,2,1
9714,3,4
9721,0,2
9721,1,5
9721,2,1
9721,3,6
9721,4,7
9721,5,14
9790,0,1
9790,1,3
9790,2,2
9799,0,1
9799,1,5
9799,2,2
9799,3,7
9804,0,2
9804,1,5
10053,0,2
10053,1,2
10053,2,2
10127,0,1
10127,1,7
10127,2,2
10127,3,6
10474,0,2
10474,1,4
10474,2,2
10474,3,6
10512,0,2
10512,1,5
10512,2,2
10512,3,6
10512,4,11
10672,0,2
10672,1,3
10672,2,2
10672,3,13
10672,4,23
10672,5,4
10843,0,1
10843,1,4
10843,2,1
10869,0,2
10869,1,2
10897,0,1
10897,1,3
10897,2,2
10897,3,4
10897,4,13
10897,5,14
11055,0,1
11055,1,7
11055,2,2
11139,0,2
11139,1,6
11139,2,2
11211,0,2
11211,1,2
11296,0,1
11296,1,5
11296,2,2
11296,3,5
11368,0,1
11368,1,2
11368,2,2
11610,0,1
11610,1,7
11610,2,2
11610,3,4
11610,4,5
11610,5,14
11652,0,1
11652,1,7
11652,2,2
11744,0,1
11744,1,5
11744,2,2
11744,3,3
11973,0,2
11973,1,4
11973,2,2
11973,3,6
12008,0,2
12008,1,5
12048,0,1
12048,1,1
12048,2,2
12048,3,13
12048,4,12
12081,0,2
12081,1,7
12081,2,2
12119,0,1
12119,1,3
12119,2,2
12301,0,2
12301,1,1
12301,2,2
12301,3,13
12447,0,1
12447,1,6
12447,2,1
12489,0,2
12489,1,6
12489,2,2
12489,3,3
12489,4,11
12489,5,14
12754,0,2
12754,1,5
12809,0,2
12809,1,1
12809,2,2
12979,0,1
12979,1,1
12979,2,1
12979,3,5
12987,0,1
12987,1,3
12987,2,2
12987,3,6
13031,0,2
13031,1,2
13031,2,2
13031,3,5
13212,0,2
13212,1,7
13212,2,1
13313,0,2
13313,1,7
13313,2,2
13435,0,1
13435,1,2
13435,2,2
13435,3,4
13576,0,2
13576,1,3
13687,0,2
13687,1,3
13687,2,2
13687,3,7
13687,4,7
13687,5,14
13762,0,2
13762,1,2
13762,2,2
13762,3,13
13762,4,12
13784,0,2
13784,1,3
13784,2,2
13784,3,5
13833,0,2
13833,1,3
13833,2,2
13935,0,2
13935,1,2
13935,2,2
13935,3,7
14112,0,1
14112,1,6
14112,2,2
14112,3,5
14112,4,9
14112,5,14
14180,0,2
14180,1,1
14180,2,2
14180,3,5
14180,4,9
14230,0,1
14230,1,5
14230,2,2
14230,3,3
14230,4,4
14230,5,14
14244,0,2
14244,1,2
14244,2,1
14244,3,6
14244,4,9
14374,0,2
14374,1,4
14374,2,2
14374,3,4
14374,4,3
14375,0,2
14375,1,7
14421,0,2
14421,1,2
14421,2,1
14421,3,3
14575,0,2
14575,1,3
14578,0,2
14578,1,7
14578,2,1
14578,3,4
14578,4,23
14578,5,4
14682,0,1
14682,1,5
14682,2,2
14682,3,3
14682,4,4
14682,5,14
14768,0,2
14768,1,6
14768,2,2
14768,3,3
14768,4,4
15162,0,2
15162,1,7
15162,2,1
15162,3,5
15162,4,13
15218,0,2
15218,1,3
15283,0,2
15283,1,5
15283,2,2
15283,3,13
15283,4,13
15305,0,2
15305,1,1
15305,2,2
15398,0,2
15398,1,6
15398,2,2
15398,3,7
15562,0,2
15562,1,5
15562,2,2
15562,3,4
15827,0,2
15827,1,5
15827,2,1
15886,0,2
15886,1,4
15886,2,2
15886,3,5
15927,0,2
15927,1,6
15927,2,2
15927,3,13
15927,4,12
15941,0,2
15941,1,4
15941,2,1
15941,3,3
15941,4,23
15941,5,14
15953,0,1
15953,1,5
16002,0,2
16002,1,6
16002,2,2
16002,3,3
16002,4,23
16089,0,2
16089,1,4
16089,2,1
16089,3,5
16089,4,23
16092,0,2
16092,1,7
16124,0,2
16124,1,4
16124,2,2
16124,3,5
16124,4,12
16181,0,2
16181,1,3
16181,2,2
16181,3,6
16198,0,2
16198,1,4
16198,2,2
16198,3,6
16198,4,7
16239,0,2
16239,1,3
16239,2,2
16239,3,4
16239,4,13
16830,0,2
16830,1,2
16830,2,2
16830,3,7
16830,4,23
16857,0,2
16857,1,4
16896,0,2
16896,1,2
16896,2,1
16896,3,13
16904,0,2
16904,1,7
16904,2,2
16904,3,4
16923,0,2
16923,1,3
16923,2,2
16923,3,13
16923,4,13
16923,5,14
17155,0,2
17155,1,7
17155,2,1
17155,3,13
17180,0,2
17180,1,4
17180,2,2
17180,3,3
17180,4,5
17270,0,2
17270,1,3
17270,2,2
17270,3,4
17270,4,5
17311,0,1
17311,1,5
17311,2,2
17311,3,13
17368,0,2
17368,1,2
17368,2,2
17368,3,4
17385,0,1
17385,1,5
17385,2,2
17411,0,2
17411,1,2
17411,2,2
17411,3,5
17411,4,13
17579,0,2
17579,1,2
17579,2,2
17623,0,2
17623,1,7
17623,2,1
17623,3,6
17623,4,9
17670,0,2
17670,1,6
17705,0,1
17705,1,1
17705,2,2
17740,0,2
17740,1,2
17740,2,2
17740,3,6
17740,4,23
17740,5,14
17810,0,1
17810,1,6
17810,2,2
17834,0,2
17834,1,7
17834,2,2
17949,0,2
17949,1,3
17949,2,2
17949,3,5
17949,4,6
17949,5,14
18010,0,2
18010,1,7
18010,2,2
18010,3,6
18010,4,7
18051,0,2
18051,1,7
18051,2,2
18051,3,3
18051,4,12
18051,5,14
18077,0,2
18077,1,1
18077,2,1
18077,3,4
18077,4,12
18077,5,14
18151,0,2
18151,1,2
18151,2,1
18151,3,4
18151,4,5
18235,0,2
18235,1,7
18235,2,1
18235,3,7
18316,0,2
18316,1,6
18316,2,2
18316,3,5
18316,4,8
18316,5,14
18356,0,2
18356,1,5
18356,2,2
18356,3,5
18356,4,11
18356,5,14
18560,0,1
18560,1,5
18560,2,2
18560,3,7
18560,4,13
18609,0,1
18609,1,2
18609,2,2
18609,3,7
18654,0,2
18654,1,3
18654,2,2
18692,0,2
18692,1,2
18692,2,1
18726,0,2
18726,1,7
18726,2,1
18726,3,6
18726,4,13
18726,5,14
18735,0,1
18735,1,1
18735,2,2
18735,3,5
18735,4,12
18860,0,1
18860,1,4
18860,2,2
18860,3,4
18860,4,7
18860,5,14
19044,0,2
19044,1,7
19044,2,2
19044,3,4
19050,0,2
19050,1,6
19050,2,1
19050,3,5
19235,0,2
19235,1,3
19235,2,2
19235,3,13
19274,0,2
19274,1,4
19274,2,2
19274,3,3
19274,4,5
19274,5,14
19276,0,2
19276,1,6
19428,0,2
19428,1,7
19428,2,1
19428,3,6
19428,4,8
19503,0,1
19503,1,4
19503,2,1
19516,0,2
19516,1,1
19516,2,1
19516,3,6
19516,4,9
19532,0,2
19532,1,5
19532,2,1
19532,3,3
19532,4,6
19585,0,2
19585,1,4
19709,0,2
19709,1,3
19822,0,1
19822,1,2
19926,0,2
19926,1,6
19926,2,2
19935,0,2
19935,1,6
19935,2,2
19935,3,7
19935,4,12
19935,5,14
19942,0,2
19942,1,1
19942,2,1
20340,0,1
20340,1,6
20340,2,1
20340,3,6
20361,0,2
20361,1,3
20361,2,2
20390,0,2
20390,1,5
20390,2,2
20449,0,2
20449,1,1
20449,2,2
20467,0,2
20467,1,4
20467,2,2
20467,3,6
20467,4,13
20483,0,2
20483,1,3
20483,2,2
20483,3,5
20483,4,12
20495,0,2
20495,1,4
20636,0,1
20636,1,7
20906,0,2
20906,1,6
20906,2,2
20906,3,4
20906,4,7
20906,5,14
20991,0,2
20991,1,2
20991,2,1
20991,3,5
20991,4,13
20991,5,14
21050,0,2
21050,1,2
21050,2,2
21160,0,2
21160,1,6
21160,2,1
21160,3,5
21160,4,9
21238,0,2
21238,1,3
21238,2,2
21238,3,13
21238,4,23
21377,0,2
21377,1,4
21377,2,2
21491,0,1
21491,1,1
21491,2,1
21491,3,7
21683,0,2
21683,1,6
21683,2,1
21683,3,7
21685,0,2
21685,1,1
21685,2,2
21685,3,7
21685,4,12
21830,0,1
21830,1,3
21830,2,2
21830,3,3
21830,4,13
21907,0,2
21907,1,2
21907,2,1
21907,3,7
21907,4,13
21964,0,2
21964,1,7
21964,2,2
21964,3,6
21964,4,9
21972,0,1
21972,1,5
21972,2,2
21972,3,6
22159,0,2
22159,1,5
22159,2,1
22159,3,4
22159,4,12
22604,0,1
22604,1,2
22604,2,1
22665,0,1
22665,1,1
22665,2,2
22665,3,7
22665,4,8
23072,0,1
23072,1,5
23072,2,2
23171,0,2
23171,1,6
23361,0,2
23361,1,2
23361,2,2
23394,0,2
23394,1,5
23443,0,2
23443,1,6
23443,2,2
23443,3,7
23485,0,2
23485,1,7
23489,0,2
23489,1,5
23489,2,1
23489,3,13
23586,0,2
23586,1,6
23586,2,2
23586,3,6
23757,0,2
23757,1,3
23757,2,2
23757,3,7
23757,4,8
23833,0,2
23833,1,2
23833,2,1
23833,3,6
23838,0,1
23838,1,1
23838,2,2
23838,3,3
23838,4,8
23840,0,2
23840,1,6
23840,2,2
23840,3,7
23840,4,12
23867,0,1
23867,1,7
23867,2,1
23867,3,4
23867,4,13
23867,5,14
23920,0,2
23920,1,2
23920,2,1
24046,0,2
24046,1,5
24046,2,2
24115,0,2
24115,1,5
24115,2,2
24201,0,1
24201,1,3
24201,2,2
24201,3,6
24201,4,7
24265,0,2
24265,1,6
24265,2,2
24265,3,3
24279,0,2
24279,1,2
24279,2,2
24279,3,6
24310,0,2
24310,1,3
24310,2,2
24310,3,3
24310,4,4
24446,0,2
24446,1,3
24446,2,2
24446,3,4
24453,0,2
24453,1,5
24503,0,2
24503,1,2
24503,2,1
24503,3,6
24503,4,23
24551,0,2
24551,1,7
24587,0,2
24587,1,1
24587,2,2
24655,0,1
24655,1,3
24655,2,2
24655,3,7
24681,0,2
24681,1,1
24681,2,1
24681,3,7
24699,0,2
24699,1,4
24699,2,2
24699,3,6
24756,0,2
24756,1,5
24756,2,1
24756,3,13
24756,4,13
24822,0,2
24822,1,5
24822,2,2
24822,3,6
24861,0,1
24861,1,2
24861,2,2
24861,3,5
24861,4,23
24879,0,1
24879,1,5
24879,2,2
24879,3,2
24879,4,11
24879,5,14
24983,0,2
24983,1,2
24983,2,2
25011,0,2
25011,1,6
25011,2,2
25011,3,13
25011,4,23
25062,0,2
25062,1,7
25062,2,2
25089,0,2
25089,1,6
25089,2,1
25205,0,2
25205,1,7
25260,0,2
25260,1,2
25260,2,2
25371,0,1
25371,1,2
25371,2,1
25371,3,13
25371,4,23
25371,5,4
25587,0,2
25587,1,6
25587,2,2
25587,3,5
25593,0,2
25593,1,3
25593,2,2
25593,3,6
25593,4,9
25630,0,2
25630,1,2
25630,2,1
25630,3,5
25630,4,8
25738,0,2
25738,1,7
25818,0,2
25818,1,1
25818,2,1
25896,0,2
25896,1,1
25937,0,2
25937,1,6
25937,2,2
25937,3,5
26179,0,2
26179,1,1
26179,2,2
26380,0,2
26380,1,5
26380,2,2
26380,3,5
26460,0,2
26460,1,4
26497,0,2
26497,1,5
26497,2,1
26497,3,6
26497,4,12
26632,0,2
26632,1,1
26632,2,2
26632,3,4
26632,4,23
26632,5,5
26685,0,2
26685,1,1
26755,0,2
26755,1,1
26755,2,2
26860,0,2
26860,1,4
26860,2,2
26883,0,2
26883,1,3
26883,2,2
26883,3,13
26883,4,23
26953,0,2
26953,1,3
26985,0,2
26985,1,5
26985,2,2
26985,3,13
26985,4,23
26985,5,3
27118,0,2
27118,1,2
27118,2,2
27118,3,7
27308,0,2
27308,1,5
27308,2,2
27309,0,2
27309,1,6
27309,2,1
27309,3,5
27309,4,8
27327,0,2
27327,1,4
27327,2,1
27344,0,1
27344,1,6
27344,2,2
27344,3,6
27399,0,1
27399,1,4
27399,2,2
27487,0,1
27487,1,2
27487,2,2
27660,0,1
27660,1,1
27660,2,2
27660,3,13
27660,4,23
27822,0,1
27822,1,2
27822,2,2
27822,3,6
27822,4,7
27822,5,14
27918,0,2
27918,1,5
27918,2,1
27918,3,7
27918,4,23
27992,0,2
27992,1,1
27992,2,1
28067,0,2
28067,1,2
28159,0,2
28159,1,6
28159,2,2
28326,0,1
28326,1,1
28326,2,2
28326,3,5
28342,0,2
28342,1,4
28342,2,1
28342,3,13
28411,0,2
28411,1,2
28411,2,2
28411,3,13
28495,0,2
28495,1,1
28495,2,2
28679,0,1
28679,1,1
28679,2,2
28679,3,7
28700,0,1
28700,1,4
28700,2,2
28700,3,5
28700,4,9
28700,5,14
28747,0,2
28747,1,5
28747,2,2
28775,0,2
28775,1,6
28775,2,2
28775,3,5
28775,4,13
28921,0,2
28921,1,2
28921,2,2
28921,3,6
28921,4,12
28921,5,14
29037,0,1
29037,1,5
29037,2,1
29037,3,6
29037,4,12
29342,0,1
29342,1,6
29343,0,2
29343,1,1
29343,2,1
29489,0,2
29489,1,2
29489,2,2
29489,3,6
29489,4,9
29489,5,14
29496,0,2
29496,1,2
29496,2,1
29496,3,6
29496,4,12
29496,5,14
29527,0,2
29527,1,1
29527,2,1
29527,3,6
29527,4,12
29527,5,14
29639,0,1
29639,1,1
29639,2,2
29639,3,4
29639,4,5
29639,5,4
29651,0,2
29651,1,2
29651,2,1
29651,3,13
29651,4,12
29651,5,14
29985,0,2
29985,1,4
29985,2,1
29985,3,6
30061,0,2
30061,1,5
30124,0,1
30124,1,4
30124,2,2
30124,3,7
30124,4,9
30145,0,2
30145,1,3
30145,2,2
30512,0,2
30512,1,3
30614,0,2
30614,1,1
30614,2,2
30614,3,6
30614,4,9
30651,0,2
30651,1,6
30653,0,2
30653,1,1
30653,2,2
30685,0,1
30685,1,4
30685,2,2
30731,0,1
30731,1,4
30731,2,2
30731,3,4
30731,4,7
30731,5,14
30842,0,2
30842,1,1
30920,0,2
30920,1,3
30920,2,2
30920,3,5
31086,0,2
31086,1,6
31086,2,2
31086,3,3
31086,4,8
31143,0,1
31143,1,6
31143,2,1
31143,3,13
31143,4,12
31192,0,2
31192,1,5
31192,2,2
31245,0,2
31245,1,4
31245,2,1
31245,3,13
31245,4,13
31413,0,1
31413,1,1
31413,2,2
31413,3,13
31487,0,2
31487,1,1
31487,2,2
31575,0,2
31575,1,5
31575,2,2
31575,3,3
31658,0,2
31658,1,6
31658,2,1
31661,0,1
31661,1,3
31667,0,2
31667,1,2
31667,2,2
31667,3,3
31685,0,1
31685,1,6
31685,2,1
31685,3,7
31705,0,2
31705,1,2
31705,2,1
31745,0,2
31745,1,7
31745,2,2
31804,0,2
31804,1,4
31804,2,1
31804,3,3
31804,4,13
31804,5,14
31872,0,2
31872,1,3
31872,2,2
31872,3,6
31946,0,1
31946,1,7
32004,0,2
32004,1,7
32004,2,2
32004,3,5
32015,0,1
32015,1,4
32115,0,2
32115,1,2
32115,2,1
32115,3,7
32115,4,13
32183,0,1
32183,1,5
32183,2,2
32183,3,7
32183,4,6
32183,5,14
32280,0,1
32280,1,2
32280,2,2
32280,3,5
32294,0,2
32294,1,1
32387,0,2
32387,1,6
32387,2,2
32444,0,1
32444,1,6
32444,2,2
32444,3,7
32444,4,12
32444,5,14
32595,0,1
32595,1,5
32696,0,2
32696,1,4
32696,2,2
32696,3,13
32710,0,2
32710,1,1
32823,0,2
32823,1,1
32823,2,2
32823,3,6
32823,4,13
32823,5,14
32949,0,2
32949,1,3
32949,2,2
33517,0,2
33517,1,5
33517,2,1
33517,3,4
33517,4,7
33558,0,2
33558,1,7
33558,2,2
33558,3,5
33578,0,2
33578,1,7
33772,0,2
33772,1,6
33772,2,1
33813,0,1
33813,1,6
33813,2,2
33813,3,1
33822,0,1
33822,1,4
33845,0,1
33845,1,6
33905,0,2
33905,1,5
33905,2,2
33984,0,2
33984,1,1
33984,2,1
33984,3,5
33984,4,12
33995,0,2
33995,1,6
34238,0,2
34238,1,1
34254,0,1
34254,1,1
34254,2,1
34254,3,7
34254,4,23
34319,0,2
34319,1,4
34319,2,2
34319,3,6
34319,4,13
34319,5,14
34401,0,2
34401,1,5
34450,0,2
34450,1,5
34450,2,2
34450,3,5
34450,4,7
34450,5,14
34475,0,1
34475,1,4
34475,2,2
34475,3,5
34475,4,23
34475,5,3
34503,0,2
34503,1,3
34503,2,2
34503,3,6
34503,4,7
34571,0,2
34571,1,5
34571,2,1
34571,3,3
34571,4,11
34585,0,2
34585,1,4
34585,2,2
34689,0,2
34689,1,7
34689,2,2
34689,3,3
34689,4,4
34761,0,1
34761,1,2
34761,2,2
34761,3,13
34761,4,13
34924,0,2
34924,1,3
34924,2,2
34924,3,5
34924,4,9
34985,0,2
34985,1,3
34985,2,2
34985,3,7
35038,0,2
35038,1,7
35038,2,2
35059,0,2
35059,1,6
35059,2,2
35059,3,3
35126,0,2
35126,1,4
35280,0,2
35280,1,1
35371,0,2
35371,1,7
35371,2,1
35403,0,2
35403,1,6
35403,2,2
35403,3,5
35403,4,23
35403,5,5
35536,0,2
35536,1,3
35536,2,2
35536,3,6
35536,4,7
35830,0,2
35830,1,2
35830,2,2
35830,3,13
35862,0,2
35862,1,5
35862,2,2
36025,0,2
36025,1,7
36025,2,2
36035,0,1
36035,1,2
36035,2,2
36035,3,3
36035,4,7
36110,0,1
36110,1,6
36110,2,2
36110,3,7
36110,4,23
36209,0,2
36209,1,2
36209,2,1
36209,3,13
36214,0,1
36214,1,4
36214,2,1
36215,0,2
36215,1,6
36215,2,2
36215,3,4
36215,4,23
36276,0,1
36276,1,1
36276,2,2
36276,3,6
36276,4,12
36592,0,1
36592,1,4
36592,2,2
36592,3,7
36592,4,12
36606,0,2
36606,1,4
36606,2,2
37282,0,2
37282,1,4
37282,2,2
37282,3,7
37337,0,2
37337,1,5
37337,2,2
37337,3,5
37397,0,1
37397,1,6
37397,2,2
37397,3,7
37461,0,2
37461,1,4
37555,0,1
37555,1,5
37555,2,1
37555,3,5
37555,4,13
37555,5,14
37850,0,1
37850,1,2
37850,2,2
37869,0,2
37869,1,5
37869,2,2
37869,3,4
38005,0,2
38005,1,1
38005,2,1
38005,3,13
38472,0,2
38472,1,4
38472,2,2
38482,0,1
38482,1,2
38482,2,2
38493,0,1
38493,1,7
38539,0,2
38539,1,6
38539,2,2
38643,0,1
38643,1,1
38643,2,2
38643,3,7
38643,4,12
38733,0,2
38733,1,3
38733,2,2
38733,3,6
38733,4,12
38750,0,2
38750,1,2
38750,2,2
38750,3,4
38750,4,3
38750,5,14
38752,0,2
38752,1,6
38804,0,2
38804,1,5
38804,2,2
38804,3,4
38914,0,1
38914,1,1
38946,0,2
38946,1,4
39019,0,2
39019,1,1
39072,0,2
39072,1,2
39072,2,2
39072,3,5
39072,4,7
39103,0,1
39103,1,2
39154,0,2
39154,1,3
39154,2,2
39154,3,4
39349,0,2
39349,1,6
39349,2,1
39349,3,13
39585,0,2
39585,1,5
39585,2,1
39585,3,7
39585,4,23
39804,0,1
39804,1,5
39826,0,2
39826,1,5
39826,2,1
39826,3,3
39826,4,6
39873,0,1
39873,1,4
39873,2,2
39873,3,5
39873,4,7
39885,0,2
39885,1,2
39885,2,1
39885,3,3
39975,0,2
39975,1,5
39975,2,2
40057,0,2
40057,1,1
40057,2,2
40116,0,2
40116,1,4
40116,2,2
40116,3,6
40116,4,6
40116,5,14
40190,0,1
40190,1,6
40190,2,2
40190,3,6
40301,0,2
40301,1,2
40301,2,2
40301,3,13
40301,4,12
40301,5,14
40554,0,1
40554,1,6
40554,2,1
40660,0,1
40660,1,4
40743,0,1
40743,1,6
40743,2,2
40743,3,5
40925,0,2
40925,1,5
40925,2,2
40925,3,3
40925,4,5
40951,0,1
40951,1,7
41103,0,2
41103,1,2
41103,2,2
41254,0,2
41254,1,2
41391,0,2
41391,1,7
41391,2,1
41391,3,5
41407,0,2
41407,1,1
41407,2,2
41407,3,3
41500,0,2
41500,1,3
41500,2,2
41593,0,2
41593,1,5
41593,2,1
41593,3,3
41593,4,9
41602,0,2
41602,1,4
41602,2,2
41602,3,6
41602,4,12
41968,0,2
41968,1,5
41991,0,2
41991,1,5
41991,2,2
41991,3,6
42118,0,1
42118,1,4
42118,2,2
42154,0,2
42154,1,1
42154,2,2
42240,0,2
42240,1,1
42240,2,2
42240,3,5
42500,0,2
42500,1,1
42615,0,2
42615,1,7
42634,0,2
42634,1,3
42634,2,2
42634,3,3
42667,0,1
42667,1,1
42667,2,2
42667,3,4
42667,4,7
42819,0,2
42819,1,4
42819,2,2
42830,0,2
42830,1,4
42830,2,2
42830,3,5
42830,4,23
42830,5,5
43131,0,2
43131,1,2
43131,2,1
43131,3,13
43131,4,12
43148,0,2
43148,1,5
43148,2,2
43192,0,2
43192,1,4
43309,0,2
43309,1,6
43736,0,1
43736,1,3
43736,2,2
43808,0,2
43808,1,6
43808,2,1
43808,3,6
43808,4,11
43808,5,14
43847,0,2
43847,1,1
43847,2,1
43847,3,5
43847,4,13
43930,0,2
43930,1,3
43930,2,2
43930,3,13
43967,0,1
43967,1,1
43967,2,2
44045,0,2
44045,1,2
44045,2,2
44045,3,6
44045,4,8
44063,0,1
44063,1,6
44063,2,2
44063,3,7
44063,4,11
44063,5,14
44095,0,1
44095,1,5
44095,2,2
44095,3,13
44095,4,13
44095,5,14
44234,0,2
44234,1,7
44234,2,2
44234,3,7
44234,4,8
44447,0,1
44447,1,7
44447,2,2
44447,3,6
44521,0,2
44521,1,4
44521,2,2
44584,0,2
44584,1,2
44660,0,2
44660,1,1
44660,2,2
44660,3,13
44660,4,12
44660,5,14
44674,0,2
44674,1,7
44674,2,1
44695,0,2
44695,1,1
44695,2,2
44695,3,7
44939,0,2
44939,1,2
44939,2,1
44989,0,2
44989,1,1
44989,2,2
44989,3,5
44989,4,4
44989,5,14
45017,0,2
45017,1,7
45017,2,2
45063,0,2
45063,1,6
45063,2,2
45063,3,13
45294,0,1
45294,1,4
45294,2,1
45294,3,4
45294,4,6
45316,0,2
45316,1,3
45391,0,2
45391,1,1
45479,0,2
45479,1,3
45479,2,2
45527,0,2
45527,1,6
45527,2,2
45628,0,2
45628,1,3
45628,2,2
45679,0,2
45679,1,4
45679,2,2
45679,3,3
45679,4,23
45714,0,1
45714,1,4
45714,2,2
45714,3,3
45724,0,2
45724,1,3
45728,0,1
45728,1,1
45728,2,2
45728,3,3
45734,0,2
45734,1,7
45734,2,1
45734,3,7
46175,0,2
46175,1,7
46178,0,2
46178,1,5
46178,2,1
46178,3,13
46230,0,2
46230,1,4
46230,2,2
46230,3,7
46230,4,12
46336,0,2
46336,1,4
46336,2,2
46365,0,1
46365,1,6
46365,2,2
46365,3,4
46428,0,1
46428,1,2
46428,2,2
46623,0,2
46623,1,4
46623,2,2
46623,3,13
46623,4,23
46671,0,2
