362,1,1,1,1,1,0,0,0,0,0
371,0,1,1,1,1,1,1,0,0,0
406,0,1,1,1,1,0,1,0,0,0
417,0,1,0,1,1,0,0,1,0,0
433,1,1,0,1,1,0,1,0,0,1
449,1,1,1,1,0,0,1,0,0,1
468,1,1,1,1,1,0,1,0,0,1
472,1,1,0,1,1,0,1,0,1,0
469,1,1,1,1,1,1,1,0,0,1
